ts,mAmps
2018-07-08T12:28:18-03:00,264
2018-07-08T12:28:18-03:00,237
2018-07-08T12:28:18-03:00,264
2018-07-08T12:28:18-03:00,216
2018-07-08T12:28:18-03:00,237
2018-07-08T12:28:18-03:00,189
2018-07-08T12:28:18-03:00,291
2018-07-08T12:28:19-03:00,264
2018-07-08T12:28:19-03:00,264
2018-07-08T12:28:19-03:00,237
2018-07-08T12:28:19-03:00,264
2018-07-08T12:28:19-03:00,264
2018-07-08T12:28:19-03:00,291
2018-07-08T12:28:19-03:00,264
2018-07-08T12:28:19-03:00,237
2018-07-08T12:28:19-03:00,264
2018-07-08T12:28:19-03:00,237
2018-07-08T12:28:20-03:00,237
2018-07-08T12:28:20-03:00,237
2018-07-08T12:28:20-03:00,264
2018-07-08T12:28:20-03:00,264
2018-07-08T12:28:20-03:00,291
2018-07-08T12:28:20-03:00,237
2018-07-08T12:28:20-03:00,237
2018-07-08T12:28:20-03:00,264
2018-07-08T12:28:20-03:00,237
2018-07-08T12:28:20-03:00,264
2018-07-08T12:28:21-03:00,291
2018-07-08T12:28:21-03:00,237
2018-07-08T12:28:21-03:00,264
2018-07-08T12:28:21-03:00,264
2018-07-08T12:28:21-03:00,237
2018-07-08T12:28:21-03:00,216
2018-07-08T12:28:21-03:00,237
2018-07-08T12:28:21-03:00,264
2018-07-08T12:28:21-03:00,237
2018-07-08T12:28:21-03:00,291
2018-07-08T12:28:22-03:00,264
2018-07-08T12:28:22-03:00,291
2018-07-08T12:28:22-03:00,264
2018-07-08T12:28:22-03:00,237
2018-07-08T12:28:22-03:00,264
2018-07-08T12:28:22-03:00,264
2018-07-08T12:28:22-03:00,237
2018-07-08T12:28:22-03:00,237
2018-07-08T12:28:22-03:00,264
2018-07-08T12:28:22-03:00,264
2018-07-08T12:28:23-03:00,264
2018-07-08T12:28:23-03:00,291
2018-07-08T12:28:23-03:00,264
2018-07-08T12:28:23-03:00,264
2018-07-08T12:28:23-03:00,237
2018-07-08T12:28:23-03:00,264
2018-07-08T12:28:23-03:00,264
2018-07-08T12:28:23-03:00,264
2018-07-08T12:28:23-03:00,237
2018-07-08T12:28:23-03:00,291
2018-07-08T12:28:24-03:00,237
2018-07-08T12:28:24-03:00,264
2018-07-08T12:28:24-03:00,237
2018-07-08T12:28:24-03:00,237
2018-07-08T12:28:24-03:00,237
2018-07-08T12:28:24-03:00,264
